project,commit,path,status_diff3,time_diff3,phase1_time_diff3,phase2_time_diff3,phase2_unify_time_diff3,phase2_diffy_calls_diff3,phase2_diffy_time_diff3,phase3_time_diff3,phase3_unify_time_diff3,phase3_diffy_calls_diff3,phase3_diffy_time_diff3,total_merge_module_time_diff3,status_mergiraf,time_mergiraf,phase1_time_mergiraf,phase2_time_mergiraf,phase2_unify_time_mergiraf,phase2_diffy_calls_mergiraf,phase2_diffy_time_mergiraf,phase3_time_mergiraf,phase3_unify_time_mergiraf,phase3_diffy_calls_mergiraf,phase3_diffy_time_mergiraf,total_merge_module_time_mergiraf,status_mergiraf_semi,time_mergiraf_semi,phase1_time_mergiraf_semi,phase2_time_mergiraf_semi,phase2_unify_time_mergiraf_semi,phase2_diffy_calls_mergiraf_semi,phase2_diffy_time_mergiraf_semi,phase3_time_mergiraf_semi,phase3_unify_time_mergiraf_semi,phase3_diffy_calls_mergiraf_semi,phase3_diffy_time_mergiraf_semi,total_merge_module_time_mergiraf_semi,status_mergiraf_semi_plus,time_mergiraf_semi_plus,phase1_time_mergiraf_semi_plus,phase2_time_mergiraf_semi_plus,phase2_unify_time_mergiraf_semi_plus,phase2_diffy_calls_mergiraf_semi_plus,phase2_diffy_time_mergiraf_semi_plus,phase3_time_mergiraf_semi_plus,phase3_unify_time_mergiraf_semi_plus,phase3_diffy_calls_mergiraf_semi_plus,phase3_diffy_time_mergiraf_semi_plus,total_merge_module_time_mergiraf_semi_plus,status_s3m,time_s3m,phase1_time_s3m,phase2_time_s3m,phase2_unify_time_s3m,phase2_diffy_calls_s3m,phase2_diffy_time_s3m,phase3_time_s3m,phase3_unify_time_s3m,phase3_diffy_calls_s3m,phase3_diffy_time_s3m,total_merge_module_time_s3m
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http2/jetty-http2-server/src/main/java/org/eclipse/jetty/http2/server/internal/HTTP2ServerConnection.java,SUCCESS_WITHOUT_CONFLICTS,5614534,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,125674013,120.267353ms,,,,,,,,,120.531131ms,SUCCESS_WITHOUT_CONFLICTS,125772420,120.091935ms,,,,,,,,,120.386195ms,SUCCESS_WITHOUT_CONFLICTS,126835604,121.420531ms,,,,,,,,,121.67445ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http2/jetty-http2-server/src/main/java/org/eclipse/jetty/http2/server/internal/HttpStreamOverHTTP2.java,SUCCESS_WITH_CONFLICTS,6319290,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,1277035519,600.533763ms,358.845214ms,,0.0,0ns,301.513817ms,,0.0,0ns,1.261392565s,SUCCESS_WITH_CONFLICTS,735393660,602.85331ms,39.223959ms,10.12856ms,0.0,0ns,85.119906ms,53.316111ms,0.0,0ns,727.696559ms,SUCCESS_WITH_CONFLICTS,732596003,601.346785ms,39.139797ms,9.949404ms,0.0,0ns,84.994173ms,52.941917ms,0.0,0ns,725.920227ms,SUCCESS_WITH_CONFLICTS,1830574953,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-client-transport/src/main/java/org/eclipse/jetty/http3/client/transport/internal/HttpSenderOverHTTP3.java,SUCCESS_WITHOUT_CONFLICTS,5702328,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,59115883,53.213703ms,,,,,,,,,53.452091ms,SUCCESS_WITHOUT_CONFLICTS,59180555,52.87351ms,,,,,,,,,53.15864ms,SUCCESS_WITHOUT_CONFLICTS,58455393,52.655741ms,,,,,,,,,52.903862ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-common/src/main/java/org/eclipse/jetty/http3/HTTP3Stream.java,SUCCESS_WITHOUT_CONFLICTS,6006141,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,62638686,57.061362ms,,,,,,,,,57.320618ms,SUCCESS_WITHOUT_CONFLICTS,62331494,56.577645ms,,,,,,,,,56.87933ms,SUCCESS_WITHOUT_CONFLICTS,63168880,57.439105ms,,,,,,,,,57.708828ms,SUCCESS_WITHOUT_CONFLICTS,1781013832,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-common/src/main/java/org/eclipse/jetty/http3/parser/HeadersBodyParser.java,SUCCESS_WITHOUT_CONFLICTS,5795281,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,23711984,18.295465ms,,,,,,,,,18.545258ms,SUCCESS_WITHOUT_CONFLICTS,23917342,18.130138ms,,,,,,,,,18.384457ms,SUCCESS_WITHOUT_CONFLICTS,24027915,18.217509ms,,,,,,,,,18.480883ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-qpack/src/main/java/org/eclipse/jetty/http3/qpack/QpackDecoder.java,SUCCESS_WITHOUT_CONFLICTS,6019753,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,98273788,92.448457ms,,,,,,,,,92.710193ms,SUCCESS_WITHOUT_CONFLICTS,98726581,93.389307ms,,,,,,,,,93.656799ms,SUCCESS_WITHOUT_CONFLICTS,98575419,93.111914ms,,,,,,,,,93.368856ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-qpack/src/main/java/org/eclipse/jetty/http3/qpack/QpackEncoder.java,SUCCESS_WITH_CONFLICTS,5821051,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,887218864,380.68082ms,284.747137ms,,0.0,0ns,219.719335ms,,0.0,0ns,886.935845ms,SUCCESS_WITH_CONFLICTS,477416949,381.403525ms,31.728467ms,7.471981ms,0.0,0ns,56.496052ms,29.129199ms,0.0,0ns,470.085947ms,SUCCESS_WITH_CONFLICTS,476363913,379.987296ms,31.784939ms,7.493884ms,0.0,0ns,56.626935ms,29.229969ms,0.0,0ns,468.820934ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-server/src/main/java/org/eclipse/jetty/http3/server/HTTP3ServerConnectionFactory.java,SUCCESS_WITHOUT_CONFLICTS,5811515,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,42880220,37.221466ms,,,,,,,,,37.496318ms,SUCCESS_WITHOUT_CONFLICTS,42973541,36.974574ms,,,,,,,,,37.211648ms,SUCCESS_WITHOUT_CONFLICTS,43349173,37.350169ms,,,,,,,,,37.626698ms,SUCCESS_WITHOUT_CONFLICTS,1548011255,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-server/src/main/java/org/eclipse/jetty/http3/server/internal/HTTP3SessionServer.java,SUCCESS_WITH_CONFLICTS,6944843,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,154913047,50.075611ms,54.699748ms,,0.0,0ns,44.334827ms,,0.0,0ns,149.559339ms,SUCCESS_WITH_CONFLICTS,90213986,50.507226ms,11.374459ms,1.984242ms,0.0,0ns,20.945648ms,11.285932ms,0.0,0ns,83.269418ms,SUCCESS_WITH_CONFLICTS,88323081,49.546613ms,11.261218ms,1.829236ms,0.0,0ns,20.824678ms,11.309608ms,0.0,0ns,82.036285ms,SUCCESS_WITH_CONFLICTS,1940494037,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-server/src/main/java/org/eclipse/jetty/http3/server/internal/HTTP3StreamServer.java,SUCCESS_WITHOUT_CONFLICTS,7012723,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,20254211,14.315097ms,,,,,,,,,14.595762ms,SUCCESS_WITHOUT_CONFLICTS,20397743,15.199192ms,,,,,,,,,15.459126ms,SUCCESS_WITHOUT_CONFLICTS,20310407,14.610811ms,,,,,,,,,14.891997ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,eec9d5bbe04851cdbc48ba8bc3c57acedb81888a,mergeAnalysisOutput/java/jetty/jetty.project/eec9d5bbe04851cdbc48ba8bc3c57acedb81888a/jetty-core/jetty-http3/jetty-http3-server/src/main/java/org/eclipse/jetty/http3/server/internal/ServerHTTP3StreamConnection.java,SUCCESS_WITH_CONFLICTS,7012803,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,217174722,71.760919ms,82.824253ms,,0.0,0ns,63.153378ms,,0.0,0ns,218.227817ms,SUCCESS_WITH_CONFLICTS,115615412,72.66365ms,13.360719ms,2.456884ms,0.0,0ns,24.318304ms,11.537458ms,0.0,0ns,110.762283ms,SUCCESS_WITH_CONFLICTS,115813773,71.916833ms,15.452719ms,2.480508ms,0.0,0ns,24.345513ms,11.663758ms,0.0,0ns,112.196365ms,SUCCESS_WITH_CONFLICTS,1428104917,,,,,,,,,,
jetty/jetty.project,60acbbea48d8589a109f49a23fc06d2d2f1f176c,mergeAnalysisOutput/java/jetty/jetty.project/60acbbea48d8589a109f49a23fc06d2d2f1f176c/jetty-core/jetty-client/src/main/java/org/eclipse/jetty/client/ContentDecoder.java,SUCCESS_WITH_CONFLICTS,5128908,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,78895596,28.020958ms,42.770925ms,,0.0,0ns,,,,,72.441881ms,SUCCESS_WITHOUT_CONFLICTS,49299303,27.838169ms,14.34751ms,4.016521ms,0.0,0ns,,,,,43.805641ms,SUCCESS_WITHOUT_CONFLICTS,54051055,28.137923ms,13.856902ms,4.066238ms,0.0,0ns,,,,,43.814881ms,SUCCESS_WITH_CONFLICTS,1304373780,,,,,,,,,,
jetty/jetty.project,60acbbea48d8589a109f49a23fc06d2d2f1f176c,mergeAnalysisOutput/java/jetty/jetty.project/60acbbea48d8589a109f49a23fc06d2d2f1f176c/jetty-core/jetty-client/src/main/java/org/eclipse/jetty/client/HttpClient.java,SUCCESS_WITH_CONFLICTS,6389413,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1272668563,908.827704ms,353.668179ms,,0.0,0ns,,,,,1.264405011s,SUCCESS_WITH_CONFLICTS,2228909110,910.837404ms,81.71144ms,20.117751ms,0.0,0ns,1.227734034s,1.167988072s,0.0,0ns,2.220742619s,SUCCESS_WITH_CONFLICTS,2230067247,905.065776ms,80.715881ms,19.680519ms,0.0,0ns,1.22466899s,1.165254988s,0.0,0ns,2.210944199s,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,60acbbea48d8589a109f49a23fc06d2d2f1f176c,mergeAnalysisOutput/java/jetty/jetty.project/60acbbea48d8589a109f49a23fc06d2d2f1f176c/jetty-core/jetty-client/src/main/java/org/eclipse/jetty/client/transport/ResponseListeners.java,SUCCESS_WITHOUT_CONFLICTS,5746878,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,103567789,98.196205ms,,,,,,,,,98.452479ms,SUCCESS_WITHOUT_CONFLICTS,103277519,98.479526ms,,,,,,,,,98.80961ms,SUCCESS_WITHOUT_CONFLICTS,106985757,98.506988ms,,,,,,,,,98.78722ms,SUCCESS_WITHOUT_CONFLICTS,1538039694,,,,,,,,,,
jetty/jetty.project,60acbbea48d8589a109f49a23fc06d2d2f1f176c,mergeAnalysisOutput/java/jetty/jetty.project/60acbbea48d8589a109f49a23fc06d2d2f1f176c/jetty-core/jetty-io/src/main/java/org/eclipse/jetty/io/ArrayByteBufferPool.java,SUCCESS_WITH_CONFLICTS,5858253,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,1765860914,778.090768ms,600.533353ms,,0.0,0ns,417.982159ms,,0.0,0ns,1.797116665s,SUCCESS_WITH_CONFLICTS,2374096544,765.524829ms,97.336142ms,41.059691ms,0.0,0ns,1.505099277s,1.460826029s,0.0,0ns,2.368432143s,SUCCESS_WITH_CONFLICTS,2371719314,768.414658ms,97.194405ms,41.05572ms,0.0,0ns,1.502799042s,1.457278764s,0.0,0ns,2.368881734s,SUCCESS_WITH_CONFLICTS,1822144739,,,,,,,,,,
jetty/jetty.project,60acbbea48d8589a109f49a23fc06d2d2f1f176c,mergeAnalysisOutput/java/jetty/jetty.project/60acbbea48d8589a109f49a23fc06d2d2f1f176c/jetty-core/jetty-io/src/test/java/org/eclipse/jetty/io/ArrayByteBufferPoolTest.java,SUCCESS_WITHOUT_CONFLICTS,5597189,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,168983186,163.057641ms,,,,,,,,,163.322599ms,SUCCESS_WITHOUT_CONFLICTS,169682490,163.128219ms,,,,,,,,,163.434117ms,SUCCESS_WITHOUT_CONFLICTS,171992128,166.16153ms,,,,,,,,,166.432621ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,85e9854112b5bd085324a3f6b0a5bc3122255e44,mergeAnalysisOutput/java/graphql-java/graphql-java/85e9854112b5bd085324a3f6b0a5bc3122255e44/src/main/java/graphql/Directives.java,SUCCESS_WITHOUT_CONFLICTS,5279047,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,82332030,76.743812ms,,,,,,,,,76.997956ms,SUCCESS_WITHOUT_CONFLICTS,81682024,76.299274ms,,,,,,,,,76.576967ms,SUCCESS_WITHOUT_CONFLICTS,81877337,76.110121ms,,,,,,,,,76.405566ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,85e9854112b5bd085324a3f6b0a5bc3122255e44,mergeAnalysisOutput/java/graphql-java/graphql-java/85e9854112b5bd085324a3f6b0a5bc3122255e44/src/main/java/graphql/schema/GraphQLSchema.java,SUCCESS_WITH_CONFLICTS,6472996,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1502683363,929.060772ms,562.529677ms,,0.0,0ns,,,,,1.493433095s,SUCCESS_WITH_CONFLICTS,2196351064,924.607416ms,85.969149ms,22.357953ms,0.0,0ns,1.166726862s,1.116672539s,0.0,0ns,2.177772192s,SUCCESS_WITH_CONFLICTS,2210286487,923.034577ms,86.145372ms,22.459629ms,0.0,0ns,1.16554296s,1.115341992s,0.0,0ns,2.175190815s,SUCCESS_WITH_CONFLICTS,1797741492,,,,,,,,,,
graphql-java/graphql-java,85e9854112b5bd085324a3f6b0a5bc3122255e44,mergeAnalysisOutput/java/graphql-java/graphql-java/85e9854112b5bd085324a3f6b0a5bc3122255e44/src/main/java/graphql/schema/GraphQLTypeUtil.java,SUCCESS_WITHOUT_CONFLICTS,5337139,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,20998946,15.340251ms,,,,,,,,,15.591076ms,SUCCESS_WITHOUT_CONFLICTS,21017628,15.432192ms,,,,,,,,,15.676367ms,SUCCESS_WITHOUT_CONFLICTS,20932829,15.331264ms,,,,,,,,,15.571314ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,85e9854112b5bd085324a3f6b0a5bc3122255e44,mergeAnalysisOutput/java/graphql-java/graphql-java/85e9854112b5bd085324a3f6b0a5bc3122255e44/src/main/java/graphql/util/Anonymizer.java,SUCCESS_WITHOUT_CONFLICTS,5561968,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,916806217,909.164415ms,,,,,,,,,909.422216ms,SUCCESS_WITHOUT_CONFLICTS,909516227,903.079605ms,,,,,,,,,903.32174ms,SUCCESS_WITHOUT_CONFLICTS,905637748,896.565985ms,,,,,,,,,896.822191ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,bf0ae6f7a2d6f978c2bccea313db2306636ca2a0,mergeAnalysisOutput/java/jetty/jetty.project/bf0ae6f7a2d6f978c2bccea313db2306636ca2a0/jetty-ee10/jetty-ee10-proxy/src/main/java/org/eclipse/jetty/ee10/proxy/AbstractProxyServlet.java,SUCCESS_WITHOUT_CONFLICTS,5350235,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,245308480,238.363957ms,,,,,,,,,238.625688ms,SUCCESS_WITHOUT_CONFLICTS,246557742,237.902258ms,,,,,,,,,238.147652ms,SUCCESS_WITHOUT_CONFLICTS,243237140,235.46088ms,,,,,,,,,235.718127ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,8692fa1625f0081abd85f9be23092b864cc39648,mergeAnalysisOutput/java/jetty/jetty.project/8692fa1625f0081abd85f9be23092b864cc39648/jetty-ee10/jetty-ee10-servlet/src/main/java/org/eclipse/jetty/ee10/servlet/ServletApiResponse.java,SUCCESS_WITHOUT_CONFLICTS,5013861,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,109736305,102.609264ms,,,,,,,,,102.865775ms,SUCCESS_WITHOUT_CONFLICTS,113677480,105.446152ms,,,,,,,,,105.751446ms,SUCCESS_WITHOUT_CONFLICTS,107016163,100.497646ms,,,,,,,,,100.683439ms,SUCCESS_WITHOUT_CONFLICTS,585590289,,,,,,,,,,
jetty/jetty.project,8692fa1625f0081abd85f9be23092b864cc39648,mergeAnalysisOutput/java/jetty/jetty.project/8692fa1625f0081abd85f9be23092b864cc39648/jetty-ee10/jetty-ee10-servlet/src/main/java/org/eclipse/jetty/ee10/servlet/ServletContextResponse.java,SUCCESS_WITHOUT_CONFLICTS,5202029,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,79255433,73.688013ms,,,,,,,,,73.887803ms,SUCCESS_WITHOUT_CONFLICTS,79470236,74.301079ms,,,,,,,,,74.545231ms,SUCCESS_WITHOUT_CONFLICTS,77479666,75.789744ms,,,,,,,,,76.08605ms,SUCCESS_WITHOUT_CONFLICTS,536885370,,,,,,,,,,
jetty/jetty.project,8692fa1625f0081abd85f9be23092b864cc39648,mergeAnalysisOutput/java/jetty/jetty.project/8692fa1625f0081abd85f9be23092b864cc39648/jetty-ee10/jetty-ee10-servlet/src/test/java/org/eclipse/jetty/ee10/servlet/ResponseHeadersTest.java,SUCCESS_WITH_CONFLICTS,5103324,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,897818421,549.978281ms,288.51712ms,,0.0,0ns,,,,,840.668078ms,SUCCESS_WITHOUT_CONFLICTS,607652619,542.031134ms,39.692965ms,11.933303ms,0.0,0ns,,,,,584.046437ms,SUCCESS_WITHOUT_CONFLICTS,599594208,546.45538ms,41.815679ms,14.12302ms,0.0,0ns,,,,,589.993354ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,8692fa1625f0081abd85f9be23092b864cc39648,mergeAnalysisOutput/java/jetty/jetty.project/8692fa1625f0081abd85f9be23092b864cc39648/jetty-ee9/jetty-ee9-nested/src/main/java/org/eclipse/jetty/ee9/nested/Response.java,SUCCESS_WITHOUT_CONFLICTS,7647758,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,425797763,421.581039ms,,,,,,,,,421.788555ms,SUCCESS_WITHOUT_CONFLICTS,419926569,417.120355ms,,,,,,,,,417.464044ms,SUCCESS_WITHOUT_CONFLICTS,416801043,409.282143ms,,,,,,,,,409.594739ms,SUCCESS_WITHOUT_CONFLICTS,616536159,,,,,,,,,,
jetty/jetty.project,8692fa1625f0081abd85f9be23092b864cc39648,mergeAnalysisOutput/java/jetty/jetty.project/8692fa1625f0081abd85f9be23092b864cc39648/jetty-ee9/jetty-ee9-servlet/src/test/java/org/eclipse/jetty/ee9/servlet/ResponseHeadersTest.java,SUCCESS_WITH_CONFLICTS,5001648,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,454601103,316.502539ms,130.633877ms,,0.0,0ns,,,,,449.165462ms,SUCCESS_WITHOUT_CONFLICTS,354622005,315.640272ms,30.031613ms,9.067243ms,0.0,0ns,,,,,347.175138ms,SUCCESS_WITHOUT_CONFLICTS,392323928,321.50277ms,29.795615ms,9.432012ms,0.0,0ns,,,,,353.079289ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,95654b5efd110bc220e8507340829e062b69ac83,mergeAnalysisOutput/java/graphql-java/graphql-java/95654b5efd110bc220e8507340829e062b69ac83/src/main/java/graphql/execution/Execution.java,SUCCESS_WITH_CONFLICTS,5301990,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,392344224,278.90221ms,94.103138ms,,0.0,0ns,,,,,382.73465ms,SUCCESS_WITHOUT_CONFLICTS,306420816,281.700009ms,19.268417ms,5.963959ms,0.0,0ns,,,,,302.866886ms,SUCCESS_WITHOUT_CONFLICTS,339499268,278.550197ms,18.431039ms,5.6061ms,0.0,0ns,,,,,298.939083ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,95654b5efd110bc220e8507340829e062b69ac83,mergeAnalysisOutput/java/graphql-java/graphql-java/95654b5efd110bc220e8507340829e062b69ac83/src/main/java/graphql/execution/ExecutionContext.java,SUCCESS_WITHOUT_CONFLICTS,5286710,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,60954644,58.080082ms,,,,,,,,,58.374846ms,SUCCESS_WITHOUT_CONFLICTS,62379585,56.303964ms,,,,,,,,,56.585906ms,SUCCESS_WITHOUT_CONFLICTS,61902741,58.889669ms,,,,,,,,,59.143429ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,95654b5efd110bc220e8507340829e062b69ac83,mergeAnalysisOutput/java/graphql-java/graphql-java/95654b5efd110bc220e8507340829e062b69ac83/src/main/java/graphql/execution/ExecutionContextBuilder.java,SUCCESS_WITHOUT_CONFLICTS,5530399,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,32824067,29.986742ms,,,,,,,,,30.224864ms,SUCCESS_WITHOUT_CONFLICTS,50859256,32.894964ms,,,,,,,,,33.249696ms,SUCCESS_WITHOUT_CONFLICTS,36160740,27.751661ms,,,,,,,,,27.940241ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,95654b5efd110bc220e8507340829e062b69ac83,mergeAnalysisOutput/java/graphql-java/graphql-java/95654b5efd110bc220e8507340829e062b69ac83/src/main/java/graphql/execution/ExecutionStrategy.java,SUCCESS_WITHOUT_CONFLICTS,6238395,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,567570337,556.263026ms,,,,,,,,,556.53536ms,SUCCESS_WITHOUT_CONFLICTS,565929999,561.468579ms,,,,,,,,,561.72342ms,SUCCESS_WITHOUT_CONFLICTS,567124605,563.681165ms,,,,,,,,,563.996562ms,SUCCESS_WITHOUT_CONFLICTS,1584015592,,,,,,,,,,
graphql-java/graphql-java,95654b5efd110bc220e8507340829e062b69ac83,mergeAnalysisOutput/java/graphql-java/graphql-java/95654b5efd110bc220e8507340829e062b69ac83/src/main/java/graphql/execution/ValuesResolver.java,SUCCESS_WITHOUT_CONFLICTS,5514998,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,123755595,118.872972ms,,,,,,,,,119.162956ms,SUCCESS_WITHOUT_CONFLICTS,148645829,122.341193ms,,,,,,,,,122.601993ms,SUCCESS_WITHOUT_CONFLICTS,123033587,119.183242ms,,,,,,,,,119.476197ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,95654b5efd110bc220e8507340829e062b69ac83,mergeAnalysisOutput/java/graphql-java/graphql-java/95654b5efd110bc220e8507340829e062b69ac83/src/main/java/graphql/normalized/ExecutableNormalizedOperationFactory.java,SUCCESS_WITHOUT_CONFLICTS,6354841,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,403197860,397.417023ms,,,,,,,,,397.62019ms,SUCCESS_WITHOUT_CONFLICTS,423162507,399.822544ms,,,,,,,,,400.024719ms,SUCCESS_WITHOUT_CONFLICTS,406903238,404.896714ms,,,,,,,,,405.220077ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,95654b5efd110bc220e8507340829e062b69ac83,mergeAnalysisOutput/java/graphql-java/graphql-java/95654b5efd110bc220e8507340829e062b69ac83/src/main/java/graphql/normalized/ExecutableNormalizedOperationToAstCompiler.java,SUCCESS_WITH_CONFLICTS,5529719,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,725615735,401.35641ms,173.358325ms,,0.0,0ns,143.269087ms,,0.0,0ns,718.389432ms,SUCCESS_WITHOUT_CONFLICTS,443382631,406.232204ms,28.882011ms,4.095589ms,0.0,0ns,,,,,437.216103ms,SUCCESS_WITHOUT_CONFLICTS,453314902,407.532733ms,31.370351ms,3.436922ms,0.0,0ns,,,,,451.794488ms,SUCCESS_WITH_CONFLICTS,2125639863,,,,,,,,,,
graphql-java/graphql-java,95654b5efd110bc220e8507340829e062b69ac83,mergeAnalysisOutput/java/graphql-java/graphql-java/95654b5efd110bc220e8507340829e062b69ac83/src/main/java/graphql/normalized/VariableAccumulator.java,SUCCESS_WITHOUT_CONFLICTS,5284101,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,13609767,9.570835ms,,,,,,,,,9.830339ms,SUCCESS_WITHOUT_CONFLICTS,13910867,7.114999ms,,,,,,,,,7.31ms,SUCCESS_WITHOUT_CONFLICTS,11816719,8.265405ms,,,,,,,,,8.520701ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,53c0c82d85bf8f86e9eb6ce9b549efd90eddf897,mergeAnalysisOutput/java/graphql-java/graphql-java/53c0c82d85bf8f86e9eb6ce9b549efd90eddf897/src/main/java/graphql/validation/OperationValidator.java,SUCCESS_WITHOUT_CONFLICTS,6260864,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,1863937181,1.830767051s,,,,,,,,,1.831001541s,SUCCESS_WITHOUT_CONFLICTS,1885084617,1.885446717s,,,,,,,,,1.88572303s,SUCCESS_WITHOUT_CONFLICTS,2061629854,1.950015646s,,,,,,,,,1.950309299s,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,a66d8b3b089dc833430408ddd82f3d84d7c463d8,mergeAnalysisOutput/java/graphql-java/graphql-java/a66d8b3b089dc833430408ddd82f3d84d7c463d8/src/main/java/graphql/execution/instrumentation/dataloader/PerLevelDataLoaderDispatchStrategy.java,SUCCESS_WITHOUT_CONFLICTS,5557071,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,146867224,142.099733ms,,,,,,,,,142.343678ms,SUCCESS_WITHOUT_CONFLICTS,147113623,142.667934ms,,,,,,,,,142.914594ms,SUCCESS_WITHOUT_CONFLICTS,148592813,143.486746ms,,,,,,,,,143.720217ms,TIMEOUT,0,,,,,,,,,,
